date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:17:43	46080/46080	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/contact-4.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/contact-4.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:43	46303/46303	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/contact-4-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/contact-4-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:44	41654/41654	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/services.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/services.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:44	34465/34465	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/services-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/services-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:45	55808/55808	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/about-1.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/about-1.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:45	55867/55867	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/about-1-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/about-1-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:46	85739/85739	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/about-2.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/about-2.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:46	55128/55128	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/about-2-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/about-2-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:46	36924/36924	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-1.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-1.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:47	31123/31123	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-1-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-1-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:47	40192/40192	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-2.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-2.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:48	47405/47405	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-2-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-2-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:48	98900/98900	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-3.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-3.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:49	62445/62445	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:55%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-3-dark.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-3-dark.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
02:17:49	62411/62411	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20May%202023%2005:52:56%20GMT	https://uiparadox.co.uk/templates/drax/demo/portfolio-4.html	C:/Users/pHP/Desktop/New%20folder/drax/uiparadox.co.uk/templates/drax/demo/portfolio-4.html	(from https://uiparadox.co.uk/templates/drax/demo/index-6-dark.html)
